Symbol,Trade Date,Broker,ADV,Volatility,Beta,Mkt Cap (MM),Side,Order Shares,Executed Shares,POV,P_avg,Pd,P0,Pn,VWAP
EA,8/7/24,Broker B,3472875.25,0.31,0.707976997,36989,Sell,119100,119100,0.114284134,143.37,145.02,145.08,144.25,143.42385
WEC,8/7/24,Broker B,2579657.75,0.21,0.450434834,34130,Buy,4500,4500,0.174822979,108.67,108.3,108.29,108.75,108.6129177
DHI,8/7/24,Broker B,3912135,0.41,0.862580538,38054,Buy,73400,73400,0.145606266,121.87,120.36,120.45,122.67,121.7919745
CTSH,8/7/24,Broker C,4620921.5,0.45,0.897250831,33549,Sell,131200,114600,0.111907306,68.4,69.32,69.33,69.22,68.39866274
VICI,8/7/24,Broker E,8872924,0.29,0.661714256,33973,Buy,412500,412500,0.053379873,32.81,32.43,32.49,32.91,32.7104137
HIG,8/7/24,Broker B,1744182.625,0.36,0.681961477,32598,Sell,47200,47200,0.173532667,115.56,117.02,116.98,115.74,115.5983918
IDXX,8/7/24,Broker C,920356.4375,0.47,1.024811983,32955,Buy,26400,26400,0.050444712,415.24,409.47,409.3,417.17,415.2206473
CSGP,8/7/24,Broker C,3336447.5,0.46,1.052419782,32817,Sell,109800,109800,0.035514774,77.48,78.61,78.66,78.48,77.498083
CHTR,8/7/24,Broker B,1460611,0.5,0.81772697,51101,Buy,26800,26800,0.185433823,339.86,335.28,335.33,341.58,339.7862206
CAH,8/7/24,Broker A,2750151.25,0.3,0.615272462,31686,Buy,83000,83000,0.177951086,137.19,135.52,135.62,138.03,137.1386595
WTW,8/7/24,Broker C,719839.0625,0.32,0.564704597,31380,Buy,30800,30800,0.083934869,324.56,320.52,320.55,327.49,324.5393552
GLW,8/7/24,Broker A,7247951.5,0.55,1.127289295,34871,Buy,179500,179500,0.112970725,41.39,40.72,40.72,41.38,41.26876544
VMC,8/7/24,Broker D,1552427.25,0.32,0.91711092,30934,Buy,4000,4000,0.081337372,241.14,240.19,240.13,241.95,241.0688103
HUM,8/7/24,Broker C,1663929.125,0.52,0.504744947,29680,Buy,11900,11900,0.064125366,265.1,262.51,262.57,266.94,265.081047
EBAY,8/7/24,Broker D,5998861,0.38,0.746352613,30584,Buy,316400,276000,0.101911527,67.31,66.27,66.37,67.98,67.22957447
GIS,8/7/24,Broker D,7428856.5,0.32,0.222607225,31580,Buy,325800,282600,0.121652023,57.98,57.38,57.32,58.1,57.9980134
RMD,8/7/24,Broker B,1162067.625,0.38,1.053770781,30970,Buy,18700,18700,0.112877924,213.86,211.62,211.61,215.61,213.8014198
IT,8/7/24,Broker C,862088.0625,0.45,1.129665256,30243,Buy,16100,15200,0.179281834,404.54,399.82,399.8,405.8,404.532362
EQT,8/7/24,Broker E,8427179,0.55,1.113951445,28486,Buy,144600,144600,0.072767293,50.96,50.25,50.37,51.08,50.84815257
MLM,8/7/24,Broker B,607821.625,0.33,0.953669608,29395,Buy,31600,26800,0.128369917,497.75,491.14,491.15,500.24,497.6987976
CNC,8/7/24,Broker A,4603081,0.31,0.406555951,28776,Sell,84200,84200,0.071382435,59.99,60.71,60.6,60.2,60.06892706
EXR,8/7/24,Broker A,1285439.375,0.39,0.8493523,29330,Buy,38200,36300,0.174185637,142.01,139.76,140.11,143.49,141.9519546
NDAQ,8/7/24,Broker C,3591433.75,0.46,0.828990459,40567,Sell,73700,73700,0.085554708,70.55,71.51,71.46,71,70.56947458
VTR,8/7/24,Broker C,3759618.25,0.28,0.697105527,29243,Buy,159000,159000,0.088505532,68.26,67.44,67.5,68.56,68.25982807
GRMN,8/7/24,Broker A,1260726.25,0.65,0.991939723,35947,Sell,59700,59700,0.068684958,182.68,187.12,186.99,183.14,182.7902597
A,8/7/24,Broker C,2477031.75,0.47,0.998218417,28584,Sell,108400,108400,0.196519211,99.98,101.85,101.69,100.35,99.98865843
WAB,8/7/24,Broker A,1099454.375,0.48,1.110182405,28560,Sell,20800,17500,0.074506478,166.63,168.74,168.82,166.82,166.6974804
IR,8/7/24,Broker E,3131694,0.52,1.183133483,28103,Buy,135700,135700,0.166651626,72.04,70.89,70.9,72.45,71.96248086
STZ,8/7/24,Broker D,2573782.25,0.32,0.651316345,33844,Buy,300,300,0.14475923,186.64,186.45,186.43,186.77,186.6182775
AWK,8/7/24,Broker B,1828562.625,0.3,0.470711619,28692,Sell,7800,7800,0.15539986,147.11,148,147.97,147.29,147.1379864
AVB,8/7/24,Broker C,957343.8125,0.39,0.853089452,28729,Buy,14300,14300,0.069494207,203.63,201.42,201.61,204.59,203.6454681
ODFL,8/7/24,Broker E,1910647.125,0.58,1.112155557,31794,Sell,64500,64500,0.049326237,148.96,151.47,151.38,150.89,149.0103314
GEHC,8/7/24,Broker E,5121890.5,0.71,1.147836328,27690,Buy,268900,254400,0.188797065,63.03,61.73,61.68,63.85,62.89288751
LULU,8/7/24,Broker D,3117086,0.75,0.817370057,30631,Buy,84400,84400,0.095940779,254.21,249.34,249.3,254.93,254.1780551
BRO,8/7/24,Broker E,1961675.125,0.32,0.701902211,32509,Buy,56000,56000,0.105744291,118,116.84,116.96,117.91,117.8976652
DTE,8/7/24,Broker D,1640223.5,0.26,0.47982955,27347,Buy,40100,40100,0.169076714,134.06,132.83,132.95,134.57,134.0500219
BR,8/7/24,Broker E,621545.6875,0.36,0.782384157,26690,Sell,4600,4300,0.105718082,233.35,234.67,234.58,234.15,233.4803536
EFX,8/7/24,Broker B,1234932.125,0.52,1.309583545,26868,Buy,41400,41400,0.091195369,221.55,217.89,217.84,223.89,221.5537227
OXY,8/7/24,Broker D,15108736,0.7,0.679570973,36670,Sell,349700,349700,0.13936205,38.35,39.1,39.04,38.5,38.36485666
XYL,8/7/24,Broker C,1987830.125,0.41,1.123633265,26408,Buy,66900,66900,0.079383567,110.71,109.21,109.2,112.12,110.6931338
TSCO,8/7/24,Broker E,5318770.5,0.45,0.765961647,26363,Buy,93500,93500,0.134937107,50.69,50.19,50.2,50.74,50.57905082
DXCM,8/7/24,Broker A,4825727,0.55,1.070894837,25922,Buy,140500,140500,0.07555685,69.33,68.07,68.14,70.12,69.21253847
AEE,8/7/24,Broker C,2107070.25,0.25,0.507441759,26065,Sell,27800,27800,0.198704739,97.29,98.08,97.97,97.67,97.31982513
MTB,8/7/24,Broker C,1625571.25,0.47,0.980700493,25756,Buy,76100,76100,0.180689632,161.36,158.69,158.63,162.82,161.3170335
ANSS,8/7/24,Broker A,632879.5625,0.41,1.127478838,26115,Sell,16800,16800,0.128369678,296.52,300.88,300.66,299.58,296.6524761
DELL,8/7/24,Broker D,8990889,0.93,1.688794136,57495,Buy,422000,406700,0.120686301,85.82,83.38,83.49,87.3,85.79080998
PPL,8/7/24,Broker D,5713525,0.25,0.522806942,26096,Buy,84100,84100,0.180220343,35.67,35.57,35.43,35.78,35.66090191
ROK,8/7/24,Broker C,1085357.25,0.53,1.038438201,25660,Sell,12200,12200,0.126879909,226.08,228.88,228.7,226.91,226.064927
DAL,8/7/24,Broker D,15970300,0.95,1.207352281,25772,Sell,249500,249500,0.123122127,39.45,40.16,40.23,40.17,39.46757125
NUE,8/7/24,Broker A,2965347.25,0.63,1.079811215,24614,Buy,18900,18900,0.064374071,110.73,109.33,109.45,111.35,110.6551911
CHD,8/7/24,Broker E,1830031.375,0.27,0.411989838,25384,Buy,35200,35200,0.031191126,105.52,105,104.86,105.59,105.4126375
FANG,8/7/24,Broker C,3052251.25,0.82,0.885042548,38922,Buy,80900,77600,0.156877222,136.96,134.18,134.13,137.13,136.936912
KHC,8/7/24,Broker C,12042805,0.33,0.360269487,35730,Buy,386400,386400,0.100137842,29.94,29.56,29.6,29.99,29.96159541
DD,8/7/24,Broker B,3624361,0.71,0.984351695,25156,Sell,47300,47300,0.190669828,58.44,59.48,59.36,58.51,58.4692394
MPWR,8/7/24,Broker D,1145968.625,1.11,1.914679885,24331,Sell,31300,31300,0.077208384,499.15,512.72,512.82,501.85,499.2423692
ATO,8/7/24,Broker D,1068291.25,0.23,0.55874145,24847,Buy,38000,32100,0.071714945,158.27,156.78,156.99,159.22,158.24195
IRM,8/7/24,Broker A,2148413.75,0.49,1.041708589,24072,Buy,90500,90500,0.09299901,85.15,83.59,83.63,86.3,85.04410971
SBAC,8/7/24,Broker A,1136725.875,0.32,0.55840081,24366,Buy,8700,8700,0.194941198,231.11,229.46,229.31,232.3,231.0290104
HSY,8/7/24,Broker E,1714671.625,0.32,0.440539747,33721,Buy,62700,62700,0.167911609,167.97,166.37,166.33,168.37,167.8572296
RJF,8/7/24,Broker E,1904403.75,0.49,1.124410748,26810,Buy,37900,37900,0.116733926,133.96,132.36,132.48,134.32,133.8160895
TPL,8/7/24,Broker D,145288.7344,0.87,1.070005655,28707,Buy,4100,4100,0.072881981,1302.87,1274.22,1274.34,1329.41,1302.828276
LEN,8/7/24,Broker B,3604617.5,0.41,0.952108204,27192,Buy,58800,58800,0.160627263,104.93,103.78,103.76,105.16,104.900032
IP,8/7/24,Broker C,6315342,0.57,0.763397038,23786,Sell,244900,244900,0.12127526,44.77,45.83,45.62,45.58,44.74018707
TYL,8/7/24,Broker A,289309.8438,0.37,0.932694316,23947,Sell,9400,9400,0.09839051,557.42,565.31,565.15,562.01,557.4464891
GDDY,8/7/24,Broker E,1731630.75,0.4,1.121523619,23532,Sell,22700,22700,0.091897002,169.45,170.84,170.78,169.83,169.5374602
CNP,8/7/24,Broker A,6544230,0.2,0.511033058,23818,Buy,1000,1000,0.190890652,36.99,36.98,36.91,36.88,36.88905453
IQV,8/7/24,Broker A,2062076.375,0.54,0.965077341,24899,Buy,12500,10500,0.086755577,143.71,142.24,142.32,144.47,143.6617314
DRI,8/7/24,Broker D,1471352.875,0.41,0.675583124,23062,Buy,7400,6300,0.062269804,201.02,199.52,199.77,201.88,200.9891942
STT,8/7/24,Broker B,2406070.25,0.51,0.965664208,23269,Buy,60400,51300,0.060115078,81.54,80.1,80.38,82.36,81.4628097
KEYS,8/7/24,Broker C,1073229.625,0.59,1.460006237,22790,Sell,41700,41700,0.054886482,130.53,133.2,133.08,131.95,130.5557829
EQR,8/7/24,Broker D,2058523.25,0.41,0.833705187,25639,Buy,95200,95200,0.120723737,68.59,67.64,67.58,69.12,68.54742839
PPG,8/7/24,Broker A,2583960.25,0.52,0.913599849,22561,Buy,115800,115800,0.043392473,101.56,99.57,99.64,103,101.4712469
FITB,8/7/24,Broker B,6024540,0.51,1.154086709,22261,Buy,248000,248000,0.117929127,34.46,33.84,33.85,34.58,34.41087279
ADM,8/7/24,Broker E,5736518,0.43,0.613135517,23091,Buy,284900,284900,0.185352265,48.58,47.83,47.89,48.6,48.46157719
CBOE,8/7/24,Broker E,1028178.75,0.3,0.335441858,22449,Buy,20400,20400,0.161367369,219.55,217.97,218,220.63,219.4672946
EXE,8/7/24,Broker C,6257997,0.43,0.875163198,23791,Buy,240200,240200,0.104569641,108,106.4,106.4,108.63,107.9936313
HPQ,8/7/24,Broker B,10433243,0.69,1.06854558,22389,Buy,600,600,0.093661963,23.54,23.45,23.48,23.49,23.48884037
FTV,8/7/24,Broker B,2953923,0.5,1.015593648,21779,Buy,48600,48600,0.025190229,65.47,64.63,64.63,65.53,65.42976693
EIX,8/7/24,Broker A,3870291.5,0.38,0.615453899,21488,Buy,78000,78000,0.095817367,57.59,56.88,56.91,57.97,57.48674737
K,8/7/24,Broker C,2832324.25,0.04,0.390702844,28449,Buy,94500,83400,0.163915391,82.52,82.35,82.33,82.75,82.55587235
VLTO,8/7/24,Broker A,1591432.75,0.37,1.5,21630,Sell,36300,36300,0.025348333,87.31,88.46,88.39,87.61,87.37400739
DOV,8/7/24,Broker A,1323083.75,0.51,1.118279934,21659,Buy,48900,48900,0.042051225,163.02,159.94,160.16,164.71,162.8803839
STE,8/7/24,Broker A,602092.9375,0.32,0.631336212,21495,Sell,8000,8000,0.018599671,219.23,221.22,221.29,221.29,219.3134381
UAL,8/7/24,Broker E,12011164,1.08,1.18553853,21399,Sell,224500,224500,0.086764495,63.82,65.09,65.21,64.57,63.89887361
CMS,8/7/24,Broker A,2745851.25,0.23,0.402545393,21566,Buy,47400,47400,0.071005782,73.2,72.74,72.61,73.51,73.11615556
FE,8/7/24,Broker A,5861474.5,0.28,0.476894647,24124,Sell,59100,59100,0.153588406,41.49,41.85,41.82,41.72,41.60163522
NVR,8/7/24,Broker A,26889.36719,0.39,0.721931219,21180,Buy,200,200,0.047378463,7198.41,7135.1,7135.13,7240.89,7198.36492
CPAY,8/7/24,Broker D,511122.2813,0.7,1.102929354,20953,Sell,9900,9900,0.028526096,300.98,306.16,306.04,303.7,301.044121
TDY,8/7/24,Broker B,304619.3125,0.41,0.851020634,21234,Buy,2300,2300,0.046209038,463.83,459.81,459.82,464.86,463.8012374
ES,8/7/24,Broker A,2653985.75,0.35,0.498877913,20696,Buy,32000,32000,0.166399279,57.78,57.21,57.23,58.13,57.71010635
MTD,8/7/24,Broker D,196380.4375,0.55,1.060753942,20219,Sell,6200,5700,0.193001944,980.85,996.88,996.7,989.39,980.9347339
MCHP,8/7/24,Broker A,13373664,1.16,1.530130506,21206,Buy,91600,85200,0.055098264,38.24,37.6,37.57,38.39,38.08693774
CINF,8/7/24,Broker C,926051.375,0.41,0.634547472,19996,Buy,18300,18300,0.139473473,133.34,131.92,131.82,133.51,133.3492708
WRB,8/7/24,Broker B,2284885,0.37,0.595682919,25539,Sell,4300,4300,0.184325956,68.49,68.9,68.85,68.7,68.55568457
DG,8/7/24,Broker A,5504300.5,0.46,0.147626966,21029,Buy,9000,9000,0.195512798,94.36,93.55,93.77,94.53,94.30360718
SW,8/7/24,Broker B,4414833.5,0.57,1.5,21286,Buy,207700,203300,0.15774621,42.15,41.1,41.31,42.74,42.06253197
CDW,8/7/24,Broker A,1711498.375,0.53,1.044915199,19557,Buy,57000,57000,0.169382184,152.56,149.7,149.9,153.45,152.4655902
VRSN,8/7/24,Broker B,912534.6875,0.29,0.593307614,22717,Buy,2600,2600,0.170581742,247.26,245.86,246.02,247.57,247.1882025
LYV,8/7/24,Broker D,2976203.75,0.53,1.095992446,28820,Sell,144200,144200,0.052833365,124.76,127,127.12,125.92,124.8511811
DVN,8/7/24,Broker D,10589528,0.85,0.784066737,19133,Buy,187700,176600,0.061684563,30.23,29.61,29.69,30.31,30.15223288
HPE,8/7/24,Broker B,29635630,0.83,1.436243892,19467,Buy,1321800,1321800,0.186182965,15.59,14.95,15.19,15.76,15.54752493
HBAN,8/7/24,Broker E,25923222,0.59,1.129999638,19676,Buy,841200,841200,0.065607154,13.96,13.58,13.74,13.91,13.85880768
NRG,8/7/24,Broker D,3331282.75,0.74,1.218113065,18959,Sell,112000,112000,0.158857115,93.92,96.1,95.94,95.83,93.98905661
DOW,8/7/24,Broker C,9681285,0.76,0.934338987,19846,Buy,131100,131100,0.072025936,28.79,28.17,28.34,28.99,28.76956318
HAL,8/7/24,Broker C,14295516,0.79,0.9959566,18895,Buy,636100,588900,0.146399146,22.82,22.05,22.28,23.12,22.83654573
TROW,8/7/24,Broker E,2628548.75,0.55,1.24284482,18568,Buy,45100,38000,0.078741104,86.23,85.27,85.3,86.52,86.13623256
ZBH,8/7/24,Broker A,2224673.75,0.3,0.66424644,19026,Buy,18700,18700,0.104114685,98.17,97.5,97.41,98.46,98.01665681
PHM,8/7/24,Broker B,2378124.5,0.43,0.928031027,18770,Buy,56400,53100,0.096252246,95.24,94.03,94.02,96.21,95.18047485
INVH,8/7/24,Broker B,3488844.75,0.31,0.804176807,20470,Buy,30900,27700,0.031198109,33.72,33.43,33.48,33.76,33.63347819
WAT,8/7/24,Broker D,577985.25,0.53,0.874369264,18814,Sell,2400,2400,0.169843936,315.03,317.6,317.44,315.77,315.1004147
CTRA,8/7/24,Broker C,7670125,0.45,0.794653773,18957,Buy,166200,166200,0.030630142,25.98,25.48,25.65,26.16,26.00521718
MKC,8/7/24,Broker E,2814116.5,0.32,0.453034908,20013,Buy,61500,61500,0.085717544,75.57,75,74.98,75.49,75.44016936
CCL,8/7/24,Broker D,30730354,0.84,1.585720658,22498,Buy,283100,236600,0.163597821,17.7,17.59,17.46,17.77,17.62989691
WY,8/7/24,Broker C,3923671.75,0.41,0.926903367,17921,Buy,139800,139800,0.164221598,25.82,25.43,25.46,26.17,25.84061864
EXPE,8/7/24,Broker D,2731665,0.76,1.383257627,18899,Buy,80200,80200,0.087301169,152.3,149.07,149.24,152.33,152.2599813
SYF,8/7/24,Broker A,5665065,0.79,1.195883751,18361,Sell,45700,45700,0.188031642,47.11,47.85,47.82,47.56,47.23021073
IFF,8/7/24,Broker D,2113117.5,0.43,0.765907586,18594,Buy,68500,68500,0.096355941,73.99,72.88,72.99,74.55,73.92271328
NI,8/7/24,Broker C,5584637.5,0.29,0.636198223,17935,Buy,113400,113400,0.118275162,39.49,39.12,39.14,39.8,39.48812954
MAA,8/7/24,Broker E,1073008.875,0.33,0.744632661,18099,Sell,34000,34000,0.086547387,154.46,155.91,155.95,154.66,154.5967366
LDOS,8/7/24,Broker B,1774806.75,0.33,0.886574626,17724,Buy,44400,38900,0.154062297,141.53,140,140.04,142.46,141.4860404
HUBB,8/7/24,Broker C,752433.75,0.47,1.161202312,17637,Buy,2900,2900,0.067597499,336.7,334.28,334.3,337.45,336.7066336
DGX,8/7/24,Broker A,1434326.75,0.25,0.461955011,17963,Buy,13000,13000,0.015362741,164.75,163.63,163.6,164.94,164.6004764
WBD,8/7/24,Broker C,44823424,1.01,1.16329062,19642,Buy,1689500,1689500,0.160881823,8.24,8.06,8.01,8.36,8.199623105
LH,8/7/24,Broker C,818770,0.33,0.56757921,17756,Sell,17800,17800,0.066220099,214,216.3,216.18,215.48,214.052729
MOH,8/7/24,Broker D,752848.375,0.42,0.305419803,16524,Sell,17800,17800,0.100655062,316.65,320.54,320.49,317.28,316.6547925
LII,8/7/24,Broker D,457593.5,0.48,1.069374204,19202,Buy,15400,15400,0.193407719,557.32,548.84,549.03,563.66,557.2961931
ESS,8/7/24,Broker B,526468.6875,0.42,0.903372884,17425,Buy,17000,17000,0.088530305,276.16,272.3,272.24,277.04,276.0941107
RF,8/7/24,Broker B,11484495,0.53,1.14174211,17285,Sell,443200,443200,0.192921225,18.81,19.15,19.16,19,18.87194689
TSN,8/7/24,Broker A,2524327,0.29,0.444923162,21653,Sell,115900,115900,0.11138907,60.21,61.05,61,60.48,60.28711567
BIIB,8/7/24,Broker C,1859786.375,0.44,0.701340735,17051,Sell,37800,37800,0.120896023,116.53,117.97,117.97,116.79,116.5027814
PODD,8/7/24,Broker A,913339.9375,0.47,1.104999661,16754,Buy,30300,30300,0.097729651,247.7,243.67,243.73,249.9,247.6070588
NTRS,8/7/24,Broker C,1545806.5,0.52,1.090333939,16920,Buy,66900,66900,0.192668142,89.3,87.57,87.71,90.62,89.33801229
PTC,8/7/24,Broker B,1066607.125,0.44,1.078693867,16800,Buy,38700,38700,0.134300004,144.49,142.19,142.28,145.38,144.4103453
CLX,8/7/24,Broker C,1512404.375,0.23,0.525460303,17079,Sell,21800,21800,0.110760028,138.6,139.57,139.53,139.4,138.5867048
GPN,8/7/24,Broker B,3507925.75,0.84,0.966453552,16589,Sell,85200,85200,0.179726041,66.79,68.55,68.27,67.85,66.85226866
WSM,8/7/24,Broker C,3767200.25,0.79,1.285576701,17028,Buy,110100,110100,0.132955595,140.16,137.07,137.2,141.24,140.1968981
NTAP,8/7/24,Broker E,2661723.75,0.59,1.255655408,16615,Sell,104400,91100,0.045101037,79.98,81.5,81.31,80.12,80.08678568
STLD,8/7/24,Broker D,2060822.125,0.57,1.085546494,17021,Buy,41300,41300,0.053656411,119.6,117.77,117.92,119.64,119.5421749
PKG,8/7/24,Broker D,1002152,0.39,0.758322477,16373,Buy,27500,26500,0.050955205,187.84,185.64,185.66,189.26,187.7910355
ULTA,8/7/24,Broker C,1273502.75,0.66,0.72329247,16568,Sell,51000,51000,0.101377749,349.42,357.06,356.93,351.37,349.4561603
FDS,8/7/24,Broker E,352102.2813,0.36,0.788227975,15673,Sell,7400,7400,0.03529844,420.03,423.72,423.7,422.05,420.2159937
DPZ,8/7/24,Broker C,719962.3125,0.39,0.976678789,16060,Buy,27600,27600,0.061885356,473.2,466.77,466.68,473.87,473.1725598
DECK,8/7/24,Broker E,3603507.5,0.77,0.957816899,15716,Buy,157100,157100,0.139874666,106.06,103.86,103.74,107.64,105.9618775
STX,8/7/24,Broker B,4192351,0.75,1.502993703,15652,Sell,38800,35700,0.129782844,73.5,74.45,74.54,74.05,73.56508394
SNA,8/7/24,Broker E,519470.875,0.45,0.87209785,15288,Buy,500,500,0.166202546,305.73,305.16,305.03,305.88,305.6098314
DLTR,8/7/24,Broker B,6869030,0.79,0.797286034,17131,Buy,37300,33600,0.030680922,80.44,79.68,79.48,80.45,80.35909993
GPC,8/7/24,Broker D,1654921.25,0.42,0.686277211,15519,Sell,41500,41500,0.12733449,111.98,113.3,113.37,112.56,111.9903407
SMCI,8/7/24,Broker D,53867424,1.05,2.397611856,17514,Buy,257200,257200,0.067071613,31.25,30.75,30.83,31.5,31.17007189
COO,8/7/24,Broker B,2442022.25,0.45,0.941235423,15739,Buy,47700,47700,0.196335166,80.23,79.19,79.22,80.52,80.17679062
EVRG,8/7/24,Broker D,2780009.25,0.23,0.49877277,15381,Buy,65200,65200,0.056844847,68.86,68.3,68.35,68.89,68.84354105
ROL,8/7/24,Broker D,2293436.25,0.33,0.708591282,26548,Buy,35100,31700,0.185197261,56.05,55.63,55.6,56.28,55.97918319
LNT,8/7/24,Broker B,2183584.75,0.26,0.496919721,15230,Buy,81200,81200,0.123665029,61.49,60.8,60.84,61.8,61.42313653
CFG,8/7/24,Broker D,6193755.5,0.62,1.265007377,15077,Buy,265700,265700,0.180822934,35.87,35.13,35.16,36.04,35.80853523
PFG,8/7/24,Broker B,1607446.125,0.57,0.982086778,15807,Sell,11900,11800,0.163069176,70.76,71.32,71.54,71.37,70.80983959
L,8/7/24,Broker C,910343.9375,0.39,0.612332523,17530,Sell,23700,23700,0.194929979,83.96,85.1,85,84.52,83.98586644
EG,8/7/24,Broker E,415288.5313,0.35,0.552587211,16384,Buy,13600,13600,0.197091221,352.4,348.85,348.84,353.71,352.3100429
EXPD,8/7/24,Broker C,1753609.625,0.44,0.754186869,14436,Buy,25200,25200,0.049005963,106.88,105.67,105.73,107.97,106.8937219
FFIV,8/7/24,Broker C,576744.125,0.48,0.925122261,14459,Buy,11400,11400,0.117704493,259.2,255.78,255.89,259.95,259.2070574
JBL,8/7/24,Broker A,1724661.25,0.67,1.366136074,13928,Buy,56200,56200,0.184095329,136.29,133.43,133.51,136.52,136.2235072
BAX,8/7/24,Broker D,5027440,0.56,0.750824749,14639,Buy,117500,117500,0.156960151,29.31,28.75,28.88,29.18,29.17715401
LYB,8/7/24,Broker B,4547265,0.69,0.844999075,18176,Buy,72300,67100,0.138479208,57.84,56.85,56.94,58.12,57.81083033
LUV,8/7/24,Broker E,16223484,0.81,0.978310943,13797,Buy,776200,776200,0.074845618,25.2,24.42,24.61,25.55,25.16062161
WST,8/7/24,Broker B,972558.875,0.44,0.812731206,14884,Sell,40100,40100,0.129528023,201.72,205,205.04,204.56,201.7396545
ON,8/7/24,Broker C,10593790,0.95,1.216935754,14662,Buy,192300,192300,0.192907746,34.41,33.7,33.7,34.42,34.41513904
OMC,8/7/24,Broker B,4378209.5,0.49,0.86769712,14065,Buy,82700,82700,0.122300244,73.69,72.72,72.71,73.64,73.63537141
J,8/7/24,Broker C,987790.3125,0.37,0.765809715,14176,Buy,14600,14600,0.181084412,118.03,117,116.9,118.44,117.9958359
TRMB,8/7/24,Broker C,1833999.625,0.59,1.16162169,13818,Buy,25100,25100,0.197671559,58.41,57.53,57.64,58.97,58.40339589
KEY,8/7/24,Broker C,18568466,0.59,1.350797296,15110,Buy,515100,490300,0.074248499,14.47,14.05,14.23,14.65,14.45419599
BALL,8/7/24,Broker B,2751362.5,0.35,0.72291398,13357,Sell,18600,15700,0.081453714,46.51,46.99,46.84,46.63,46.60514196
KIM,8/7/24,Broker E,6303217,0.41,0.923541188,13651,Sell,24500,23400,0.086681706,19.94,20.31,20.03,20.02,20.00299228
AVY,8/7/24,Broker E,860455.75,0.33,0.759776711,13348,Buy,7400,7400,0.014006115,170.65,169.68,169.75,170.68,170.5517359
FSLR,8/7/24,Broker C,3386447.75,0.58,0.734085619,13132,Buy,29000,29000,0.17074832,127.9,126.46,126.49,128.81,127.9005773
AMCR,8/7/24,Broker D,34436428,0.35,0.618396103,13456,Sell,823900,720700,0.020748874,9.21,9.35,9.3,9.28,9.248653543
BLDR,8/7/24,Broker E,1751718.125,0.58,1.242862463,12976,Sell,54200,54200,0.033523909,112.85,114.63,114.62,112.97,112.9378698
PNR,8/7/24,Broker A,1924131,0.49,1.106546164,13026,Buy,91800,91800,0.048625703,80.92,79.46,79.42,81.11,80.8057267
GEN,8/7/24,Broker B,4726144.5,0.47,1.009418488,14520,Buy,62900,62900,0.058234719,24.66,24.29,24.38,24.6,24.56341495
TPR,8/7/24,Broker A,7014728.5,0.63,1.042785764,13079,Buy,17500,15100,0.086669761,63.49,63.09,62.97,63.69,63.40089036
DOC,8/7/24,Broker A,5513162,0.29,0.821606755,12889,Buy,59500,59500,0.168520023,18.74,18.52,18.59,18.66,18.63542711
MAS,8/7/24,Broker E,2461541.5,0.48,1.01499474,12710,Sell,62300,62300,0.051635185,59.97,60.67,60.7,60.53,60.12184506
CF,8/7/24,Broker C,2908823.75,0.38,0.506944835,12507,Sell,101700,101700,0.145181726,73.49,74.48,74.48,73.69,73.49456864
HOLX,8/7/24,Broker C,3410084.75,0.3,0.439089477,12853,Buy,22200,22200,0.013750283,57.8,57.46,57.45,57.97,57.74107956
EL,8/7/24,Broker A,4540624.5,0.78,1.135743618,19565,Buy,141700,141700,0.116363702,55.39,54.01,54.15,56.17,55.29385658
WDC,8/7/24,Broker B,9308912,0.9,1.804587364,12508,Sell,18200,18200,0.09277511,35.6,36.09,35.95,35.8,35.65852926
JKHY,8/7/24,Broker B,710372.875,0.38,0.583922863,12299,Sell,31200,31200,0.061658691,169.07,171.83,171.62,170.58,169.1365853
IEX,8/7/24,Broker C,721935.25,0.4,0.921658635,12137,Buy,2400,2400,0.071794669,163.14,162.13,162.16,163.93,163.1961775
UDR,8/7/24,Broker D,2407958,0.43,0.85049963,13490,Buy,85700,85700,0.113965765,41.6,40.84,41.02,41.69,41.49441541
SJM,8/7/24,Broker D,1412505.25,0.28,0.436529636,12334,Sell,66400,66400,0.077833089,115.15,116.48,116.45,115.22,115.220514
CAG,8/7/24,Broker A,6965156.5,0.29,0.338077486,12120,Buy,335800,335800,0.141049236,25.35,25.2,25.02,25.34,25.21810506
TXT,8/7/24,Broker B,1671518.375,0.52,1.009713173,11729,Buy,34300,34300,0.121238974,66.54,65.46,65.59,67.38,66.49365578
BBY,8/7/24,Broker B,4805700,0.84,0.958788991,13128,Buy,218800,218800,0.187362431,62.93,61.29,61.28,63.05,62.88177049
ALGN,8/7/24,Broker E,1371862,0.57,1.381431937,12608,Buy,43800,39300,0.118623555,171.36,168.96,168.87,171.77,171.2185685
ARE,8/7/24,Broker A,1681613.75,0.47,1.095249534,13100,Sell,4800,4800,0.077876523,75.64,76.47,76.21,76.03,75.72116647
CPT,8/7/24,Broker A,1145793,0.35,0.813532531,12056,Buy,36000,36000,0.171866894,112.48,111.1,111.03,112.62,112.3637783
APTV,8/7/24,Broker A,4253347.5,0.62,0.834469736,11699,Buy,76100,76100,0.199303463,52.24,51.49,51.41,52.39,52.16964489
REG,8/7/24,Broker A,1255055.125,0.33,0.702210128,13247,Sell,500,500,0.183350838,70.68,70.92,70.93,70.88,70.77180429
